Player,BirthDate,BirthCity,BirthState,HighSchoolCity,HighSchoolState,College,BirthLat,BirthLong,HSLat,HSLong,CollegeNameGood,CollegeLat,CollegeLong
Jo Jo White,"November 16, 1946",St. Louis,Missouri,St. Louis,Missouri,University of Kansas,38.6272,-90.1978,38.6272,-90.1978,University of Kansas,38.8134,-97.60949
Joakim Noah,"February 25, 1985",New York,New York,Lawrenceville,New Jersey,University of Florida,40.8424,-73.8556,40.2973,-74.7296,University of Florida,28.0692,-82.43609
Joao Vianna,"November 15, 1966",Tabajara,Brazil,none,none,none,-8.93333,-62.1333,,,,,
Joby Wright,"September 5, 1950",none,none,Savannah,Georgia,Indiana University,,,32.1213,-81.1822,Indiana University,40.41226,-86.93668
Jodie Meeks,"August 21, 1987",Norcross,Georgia,Norcross,Georgia,University of Kentucky,33.9681,-84.2304,33.9681,-84.2304,University of Kentucky,38.03036,-84.49938
Joe Alexander,"December 26, 1986",Kaohsiung,Taiwan,Chatham,Virginia,West Virginia University,22.6333,120.35,36.8385,-79.4334,West Virginia University,39.43815,-78.98169
Joe Arlauckas,"July 20, 1965",Rochester,New York,Rochester,New York,Niagara University,43.1493,-77.5081,43.1493,-77.5081,Niagara University,43.13867,-79.03893
Joe Barry Carroll,"July 24, 1958",Pine Bluff,Arkansas,Denver,Colorado,Purdue University,34.1805,-91.9095,39.7525,-104.9995,Purdue University,40.42809,-86.92251
Joe Binion,"March 26, 1961",Rochester,New York,Rochester,New York,North Carolina Agricultural and Technical State University,43.1493,-77.5081,43.1493,-77.5081,North Carolina Agricultural and Technical State University,36.07264,-79.79198000000001
Joe Bradley,"September 24, 1928",Washington,Oklahoma,Cowden,Oklahoma,Oklahoma State University,35.0985,-97.4861,35.2972,-98.9816,Oklahoma State University,35.19804,-97.44459
Joe Bryant,"October 19, 1954",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,La Salle University,39.9524,-75.1653,39.9524,-75.1653,La Salle University,40.03872,-75.15407
Joe Buckhalter,"August 1, 1937",none,none,Chicago,Illinois,Tennessee State University,,,41.9288,-87.6315,Tennessee State University,36.14811,-86.80305
Joe Caldwell,"November 1, 1941",Texas City,Texas,Los Angeles,California,Arizona State University,29.4009,-95.0005,34.0396,-118.2661,Arizona State University,32.23188,-110.95347
Joe Colone,"January 23, 1924",none,none,Berwick,Pennsylvania,Bloomsburg University of Pennsylvania,,,41.0951,-76.2619,Bloomsburg University of Pennsylvania,41.00842,-76.44967
Joe Cooke,"August 14, 1948",none,none,Toledo,Ohio,Indiana University,,,41.7073,-83.54299999999999,Indiana University,40.41226,-86.93668
Joe Cooper,"September 1, 1957",Houston,Texas,Houston,Texas,University of Colorado,29.8688,-95.538,29.8688,-95.538,University of Colorado,40.00915,-105.26902
Joe Courtney,"October 17, 1969",Jackson,Mississippi,Jackson,Mississippi,University of Southern Mississippi,32.3134,-90.17200000000001,32.3134,-90.17200000000001,University of Southern Mississippi,30.35242,-89.13643
Joe Crawford,"June 17, 1986",Detroit,Michigan,Detroit,Michigan,University of Kentucky,42.3679,-83.1386,42.3679,-83.1386,University of Kentucky,38.03036,-84.49938
Joe Crispin,"July 18, 1979",Pitman,New Jersey,Pitman,New Jersey,Pennsylvania State University,39.7332,-75.1393,39.7332,-75.1393,Pennsylvania State University,39.95095,-75.19351
Joe DePre,"December 19, 1947",Westbury,New York,Westbury,New York,St. John's University,40.757,-73.5814,40.757,-73.5814,St. John's University,45.58333,-94.39167
Joe Dolhon,"July 9, 1927",none,none,Yonkers,New York,New York University,,,40.9513,-73.8773,New York University,40.72871,-73.99597
Joe Dumars,"May 24, 1963",Shreveport,Louisiana,Natchitoches,Louisiana,McNeese State University,32.6188,-93.8852,31.6835,-93.1197,McNeese State University,30.18048,-93.21737
Joe Ellis,"May 3, 1944",none,none,Oakland,California,University of San Francisco,,,37.735,-122.2088,University of San Francisco,37.77549,-122.4508
Joe Fabel,"September 4, 1913",none,none,none,none,University of Pittsburgh,,,,,University of Pittsburgh,40.44285,-79.95922
Joe Fulks,"October 26, 1921",Benton,Kentucky,Kuttawa,Kentucky,Murray State University,36.8553,-88.3542,37.0753,-88.1649,Murray State University,36.61144,-88.32226
Joe Graboski,"January 15, 1930",none,none,none,none,none,,,,,,,
Joe Hamilton,"July 5, 1948",Lexington,Kentucky,Lexington,Kentucky,North Texas State University,38.1346,-84.4958,38.1346,-84.4958,North Texas State University,32.85013,-96.80028
Joe Hamood,"September 7, 1943",none,none,Dearborn,Michigan,University of Houston,,,42.3295,-83.1908,University of Houston,29.72081,-95.34335
Joe Hassett,"September 11, 1955",Providence,Rhode Island,Providence,Rhode Island,Providence College,41.8195,-71.4107,41.8195,-71.4107,Providence College,41.84371,-71.43784
Joe Holland,"September 26, 1925",none,none,Benton,Kentucky,University of Kentucky,,,36.8596,-88.3367,University of Kentucky,38.03036,-84.49938
Joe Holup,"February 26, 1934",none,none,Swoyersville,Pennsylvania,George Washington University,,,41.2947,-75.8767,George Washington University,38.90135,-77.05031
Joe Hutton,"October 6, 1928",none,none,none,none,Hamline University,,,,,Hamline University,44.96694,-93.16536
Joe Johnson,"June 29, 1981",Little Rock,Arkansas,Little Rock,Arkansas,University of Arkansas,34.7465,-92.2896,34.7465,-92.2896,University of Arkansas,36.06869,-94.17215
Joe Kennedy,"January 12, 1947",none,none,Hyattsville,Maryland,Duke University,,,38.9545,-76.9443,Duke University,36.00153,-78.94001
Joe Kleine,"January 4, 1962",Colorado Springs,Colorado,Slater,Missouri,University of Arkansas,38.8609,-104.8734,39.2351,-93.051,University of Arkansas,36.06869,-94.17215
Joe Kopicki,"June 12, 1960",Warren,Michigan,Warren,Michigan,University of Detroit Mercy,42.4736,-82.9968,42.4736,-82.9968,University of Detroit Mercy,42.33143,-83.04575
Joe McNamee,"September 24, 1926",none,none,San Francisco,California,University of San Francisco,,,37.7312,-122.3826,University of San Francisco,37.77549,-122.4508
Joe Meriweather,"October 26, 1953",Phenix City,Alabama,Phenix City,Alabama,Southern Illinois University,32.4065,-85.0425,32.4065,-85.0425,Southern Illinois University,38.51866,-89.84121
Joe Mullaney,"November 17, 1925",Long Island,New York,Mineola,New York,College of the Holy Cross,40.8,-73.3,40.7458,-73.639,College of the Holy Cross,42.23898,-71.80785
Joe Pace,"December 18, 1953",New Brunswick,New Jersey,none,none,Coppin State University,40.4835,-74.4432,,,Coppin State University,39.31038,-76.6583
Joe Reaves,"May 27, 1950",none,none,none,none,Bethel College,,,,,Bethel College,41.67838,-86.19473
Joe Roberts,"May 18, 1936",none,none,Columbus,Ohio,Ohio State University,,,39.8928,-82.9588,Ohio State University,39.99618,-83.0188
Joe Ruklick,"August 3, 1938",Princeton,Illinois,Princeton,Illinois,Northwestern University,41.3731,-89.4425,41.3731,-89.4425,Northwestern University,42.05559,-87.6745
Joe Smith,"July 26, 1975",Norfolk,Virginia,Norfolk,Virginia,University of Maryland,36.853,-76.2882,36.853,-76.2882,University of Maryland,39.32898,-76.62057
Joe Smyth,"May 22, 1929",none,none,none,none,Niagara University,,,,,Niagara University,43.13867,-79.03893
Joe Stephens,"January 28, 1973",Riverside,California,Houston,Texas,University of Arkansas at Little Rock,33.9936,-117.3832,29.8688,-95.538,University of Arkansas at Little Rock,34.72176,-92.34126
Joe Strawder,"September 21, 1940",Belle Glade,Florida,none,none,Bradley University,26.6951,-80.643,,,Bradley University,40.69809,-89.61704
Joe Thomas,"March 9, 1948",Canton,Georgia,Atlanta,Georgia,Marquette University,34.2577,-84.4921,33.8477,-84.2814,Marquette University,46.55694,-87.40139
Joe Wolf,"December 17, 1964",Kohler,Wisconsin,Kohler,Wisconsin,University of North Carolina,43.7394,-87.7889,43.7394,-87.7889,University of North Carolina,36.00153,-78.94001
Joel Anthony,"August 9, 1982",Montreal,Canada,Montreal,Canada,"University of Nevada, Las Vegas",45.5,-73.5833,45.5,-73.5833,"University of Nevada, Las Vegas",36.10775,-115.14167
Joel Freeland,"February 7, 1987",Farnham,United Kingdom,Farnham,United Kingdom,none,45.2845,-72.9708,45.2845,-72.9708,,,
Joel Kramer,"November 30, 1955",San Diego,California,San Diego,California,San Diego State University,32.9014,-117.2079,32.9014,-117.2079,San Diego State University,32.85477,-117.20392
Joel Przybilla,"October 10, 1979",Monticello,Minnesota,Monticello,Minnesota,University of Minnesota,45.2957,-93.8113,45.2957,-93.8113,University of Minnesota,44.97441,-93.233
Joey Dorsey,"December 16, 1983",Baltimore,Maryland,Laurinburg,North Carolina,University of Memphis,39.2904,-76.6122,34.7678,-79.4639,University of Memphis,35.1187,-89.93731
Joey Graham,"June 11, 1982",Wilmington,Delaware,Brandon,Florida,Oklahoma State University,39.7976,-75.5392,27.9003,-82.3024,Oklahoma State University,35.19804,-97.44459
Johan Petro,"January 27, 1986",Paris,France,none,none,none,38.2133,-84.2256,,,,,
John Abramovic,"February 9, 1919",Etna,Pennsylvania,Etna,Pennsylvania,Salem International University,40.5003,-79.9489,40.5003,-79.9489,Salem International University,39.2892,-80.5721
John Amaechi,"November 26, 1970",Boston,Massachusetts,Toledo,Ohio,Pennsylvania State University,42.3496,-71.0746,41.7073,-83.54299999999999,Pennsylvania State University,39.95095,-75.19351
John Arthurs,"August 15, 1947",none,none,New Orleans,Louisiana,Tulane University,,,29.9589,-90.1568,Tulane University,29.93987,-90.11954
John Bagley,"April 23, 1960",Bridgeport,Connecticut,Bridgeport,Connecticut,Boston College,41.1723,-73.2014,41.1723,-73.2014,Boston College,42.33565,-71.17116
John Barber,"June 27, 1927",none,none,Atlanta,Texas,"California State University, Los Angeles",,,33.126999999999995,-94.1992,"California State University, Los Angeles",34.02051,-118.28563
John Barnhill,"March 20, 1938",Sturgis,Kentucky,Evansville,Indiana,Tennessee State University,37.5617,-88.0167,37.9708,-87.4897,Tennessee State University,36.14811,-86.80305
John Barr,"August 8, 1918",none,none,Shamokin,Pennsylvania,Pennsylvania State University,,,40.763000000000005,-76.601,Pennsylvania State University,39.95095,-75.19351
John Battle,"November 9, 1962",Washington,District of Columbia,Washington,District of Columbia,Rutgers University,38.8749,-77.0325,38.8749,-77.0325,Rutgers University,39.94808,-75.12137
John Beasley,"February 5, 1944",Texarkana,Texas,Kildare,Texas,Texas A&M University,33.4251,-94.0477,32.9432,-94.2482,Texas A&M University,30.627979999999997,-96.33440999999999
John Block,"April 16, 1944",Los Angeles,California,Glendale,California,University of Southern California,34.0396,-118.2661,34.1352,-118.2416,University of Southern California,34.0218,-118.28664
John Brisker,"June 15, 1947",Detroit,Michigan,Hamtramck,Michigan,University of Toledo,42.3679,-83.1386,42.4056,-83.0531,University of Toledo,41.66199,-83.61438
John Brown,"December 14, 1951",Frankfurt,Germany,Dixon,Missouri,University of Missouri,50.1167,8.6833,38.0422,-92.0627,University of Missouri,38.94587,-92.32768
John Celestand,"March 6, 1977",Houston,Texas,Piscataway,New Jersey,Villanova University,29.8688,-95.538,40.5516,-74.4637,Villanova University,40.03817,-75.34463
John Chaney,"February 29, 1920",none,none,none,none,Louisiana State University,,,,,Louisiana State University,29.93987,-90.11954
John Clawson,"May 15, 1944",Duluth,Minnesota,Naperville,Illinois,University of Michigan,46.8488,-92.2032,41.8032,-88.1341,University of Michigan,42.84031,-84.47982
John Coker,"October 28, 1971",Richland,Washington,Bremerton,Washington,Boise State University,46.3282,-119.3222,47.571000000000005,-122.7568,Boise State University,43.60294,-116.19845
John Comeaux,"September 15, 1943",Lafayette,Louisiana,Prairieville,Louisiana,Grambling State University,30.1605,-92.0332,30.3031,-90.9719,Grambling State University,32.52425,-92.71599
John Coughran,"September 12, 1951",Pittsburg,California,San Jose,California,University of California,38.0051,-121.8387,37.3239,-121.9144,University of California,38.53232,-121.78855
John Crotty,"July 15, 1969",Orange,New Jersey,Lincroft,New Jersey,University of Virginia,40.7709,-74.2369,40.3433,-74.1241,University of Virginia,38.03561,-78.50329
John Dickson,"November 18, 1945",Searcy,Arkansas,Jonesboro,Arkansas,Arkansas State University,35.2327,-91.7054,35.8864,-90.6425,Arkansas State University,36.06869,-94.17215
John Douglas,"June 12, 1956",Town Creek,Alabama,Leighton,Alabama,University of Kansas,34.6333,-87.4173,34.6682,-87.5223,University of Kansas,38.8134,-97.60949
John Drew,"September 30, 1954",Vredenburgh,Alabama,Beatrice,Alabama,Gardner-Webb University,31.7543,-87.3773,31.7529,-87.1659,Gardner-Webb University,35.24763,-81.67037
John Duren,"October 30, 1958",Washington,District of Columbia,Washington,District of Columbia,Georgetown University,38.8749,-77.0325,38.8749,-77.0325,Georgetown University,38.90727,-77.07258
John Edwards,"July 31, 1981",Warren,Ohio,Hudson,Ohio,Kent State University,41.08,-80.6635,41.2501,-81.4577,Kent State University,41.15697,-81.41756
John Fairchild,"April 28, 1943",Encinitas,California,Encinitas,California,Brigham Young University,33.0501,-117.2528,33.0444,-117.2717,Brigham Young University,40.24579,-111.65103
John Garris,"June 6, 1959",Bridgeport,Connecticut,Bridgeport,Connecticut,Boston College,41.1723,-73.2014,41.1723,-73.2014,Boston College,42.33565,-71.17116
John Gianelli,"June 10, 1950",Stockton,California,Stockton,California,University of the Pacific,37.9011,-121.3995,37.9011,-121.3995,University of the Pacific,61.19028,-149.80417
John Greig,"April 28, 1961",Sacramento,California,Olympia,Washington,University of Oregon,38.5517,-121.4501,46.9445,-123.0493,University of Oregon,44.04598,-123.07046
John Hargis,"August 20, 1920",Nacogdoches,Texas,Nacogdoches,Texas,University of Texas at Austin,31.5565,-94.4799,31.5565,-94.4799,University of Texas at Austin,30.26715,-97.74306
John Havlicek,"April 8, 1940",Martins Ferry,Ohio,Bridgeport,Ohio,Ohio State University,40.1205,-80.7578,40.0982,-80.7872,Ohio State University,39.99618,-83.0188
John Hazen,"March 2, 1927",none,none,none,none,none,,,,,,,
John Henson,"December 28, 1990",Greensboro,North Carolina,Tampa,Florida,University of North Carolina,36.0074,-79.8732,27.943,-82.524,University of North Carolina,36.00153,-78.94001
John Hummer,"May 4, 1948",Washington,District of Columbia,Arlington,Virginia,Princeton University,38.8749,-77.0325,38.9084,-77.1201,Princeton University,40.34285,-74.65682
John Janisch,"March 15, 1920",none,none,none,none,Valparaiso University,,,,,Valparaiso University,-33.03491,-71.59582
John Jenkins,"March 6, 1991",Nashville,Tennessee,Hendersonville,Tennessee,Vanderbilt University,36.1473,-86.777,36.3479,-86.6005,Vanderbilt University,36.14811,-86.80305
John Johnson,"October 18, 1947",Carthage,Mississippi,Milwaukee,Wisconsin,University of Iowa,32.7987,-89.4753,43.0434,-87.8945,University of Iowa,41.65502,-91.55684
John Kuester,"February 6, 1955",Richmond,Virginia,Richmond,Virginia,University of North Carolina,37.4677,-77.59,37.4677,-77.59,University of North Carolina,36.00153,-78.94001
John Lambert,"January 14, 1953",Berkeley,California,Berkeley,California,University of Southern California,37.8646,-122.2877,37.8646,-122.2877,University of Southern California,34.0218,-118.28664
John Laskowski,"June 7, 1953",South Bend,Indiana,South Bend,Indiana,Indiana University,41.6834,-86.25,41.6834,-86.25,Indiana University,40.41226,-86.93668
John Logan,"January 1, 1921",Richmond,Indiana,none,none,Indiana University,39.8381,-84.9054,,,Indiana University,40.41226,-86.93668
John Long,"August 28, 1956",Romulus,Michigan,Romulus,Michigan,University of Detroit Mercy,42.203,-83.3166,42.203,-83.3166,University of Detroit Mercy,42.33143,-83.04575
John Lucas,"October 31, 1953",Durham,North Carolina,Durham,North Carolina,University of Maryland,35.8896,-78.9244,35.8896,-78.9244,University of Maryland,39.32898,-76.62057
John Lucas,"November 21, 1982",Washington,District of Columbia,Houston,Texas,Oklahoma State University,38.8749,-77.0325,29.8688,-95.538,Oklahoma State University,35.19804,-97.44459
John Mahnken,"June 16, 1922",none,none,West New York,New Jersey,Georgetown University,,,40.7879,-74.0102,Georgetown University,38.90727,-77.07258
John Mandic,"October 3, 1919",Los Angeles,California,none,none,Oregon State University,34.0396,-118.2661,,,Oregon State University,44.04598,-123.07046
John McConathy,"April 9, 1930",none,none,none,none,Northwestern State University,,,,,Northwestern State University,42.05559,-87.6745
John McCullough,"October 5, 1956",Lima,Ohio,Lima,Ohio,University of Oklahoma,40.7988,-84.1319,40.7988,-84.1319,University of Oklahoma,35.19804,-97.44459
John Mengelt,"October 16, 1949",Lacrosse,Wisconsin,Elwood,Indiana,Auburn University,36.0906,-91.8415,40.2851,-85.8285,Auburn University,32.60208,-85.48495
John Mills,"September 7, 1919",none,none,none,none,Western Kentucky University,,,,,Western Kentucky University,36.98754,-86.45166
John Morrison,"May 2, 1945",none,none,none,none,Canisius College,,,,,Canisius College,42.92534,-78.85254
John Morton,"May 18, 1967",New York,New York,New York,New York,Seton Hall University,40.8424,-73.8556,40.8424,-73.8556,Seton Hall University,40.7426,-74.24737
John Murphy,"September 13, 1924",none,none,none,none,none,,,,,,,
John O'Boyle,"March 7, 1928",none,none,none,none,Colorado State University,,,,,Colorado State University,40.00915,-105.26902
John Oldham,"June 22, 1923",Beaver Dam,Kentucky,Hartford,Kentucky,Western Kentucky University,37.3557,-86.8627,37.521,-86.8648,Western Kentucky University,36.98754,-86.45166
John Olive,"March 1, 1955",Philadelphia,Pennsylvania,Pennsauken,New Jersey,Villanova University,39.9524,-75.1653,39.972,-75.0479,Villanova University,40.03817,-75.34463
John Paxson,"September 29, 1960",Dayton,Ohio,Kettering,Ohio,University of Notre Dame,39.833,-84.2177,39.6972,-84.1522,University of Notre Dame,41.7031,-86.23917
John Pilch,"July 11, 1925",Sheridan,Wyoming,Thermopolis,Wyoming,University of Wyoming,44.7777,-106.8386,43.7698,-108.4541,University of Wyoming,41.31192,-105.57638
John Pinone,"February 19, 1961",Hartford,Connecticut,Hartford,Connecticut,Villanova University,41.7686,-72.6745,41.7686,-72.6745,Villanova University,40.03817,-75.34463
John Postley,"May 30, 1940",none,none,none,none,Bethune-Cookman College,,,,,Bethune-Cookman College,29.21026,-81.03506
John Pritchard,"January 23, 1927",none,none,none,none,Drake University,,,,,Drake University,41.60134,-93.65214
John Rennicke,"August 11, 1929",none,none,Aurora,Illinois,Drake University,,,41.75899999999999,-88.2615,Drake University,41.60134,-93.65214
John Richter,"March 12, 1937",none,none,Philadelphia,Pennsylvania,North Carolina State University,,,39.9524,-75.1653,North Carolina State University,36.00153,-78.94001
John Roche,"September 26, 1949",New York,New York,New York,New York,University of South Carolina,40.8424,-73.8556,40.8424,-73.8556,University of South Carolina,33.7938,-79.0132
John Rudd,"August 7, 1955",De Ridder,Louisiana,De Ridder,Louisiana,McNeese State University,30.8514,-93.2903,30.8514,-93.2903,McNeese State University,30.18048,-93.21737
John Rudometkin,"June 6, 1940",Santa Maria,California,Santa Maria,California,University of Southern California,34.9556,-120.5027,34.9556,-120.5027,University of Southern California,34.0218,-118.28664
John Salley,"May 16, 1964",New York,New York,New York,New York,Georgia Institute of Technology,40.8424,-73.8556,40.8424,-73.8556,Georgia Institute of Technology,33.77233,-84.39456
John Salmons,"December 12, 1979",Philadelphia,Pennsylvania,Plymouth Meeting,Pennsylvania,University of Miami,39.9524,-75.1653,40.1158,-75.2842,University of Miami,25.74649,-80.36755
John Schweitz,"April 19, 1960",Waterloo,New York,Waterloo,New York,University of Richmond,42.9452,-76.8875,42.9452,-76.8875,University of Richmond,33.47063,-81.98413
John Shasky,"July 31, 1964",Birmingham,Michigan,Birmingham,Michigan,University of Minnesota,42.5457,-83.2165,42.5457,-83.2165,University of Minnesota,44.97441,-93.233
John Shumate,"April 6, 1952",Greenville,South Carolina,Elizabeth,New Jersey,University of Notre Dame,34.8004,-82.3221,40.6728,-74.179,University of Notre Dame,41.7031,-86.23917
John Smith,"May 24, 1944",Columbus,Mississippi,none,none,University of Southern Colorado,33.4408,-88.5357,,,Colorado State University at Pueblo,38.25445,-104.60914
John Starks,"August 10, 1965",Tulsa,Oklahoma,Tulsa,Oklahoma,Oklahoma State University,36.0492,-96.0712,36.0492,-96.0712,Oklahoma State University,35.19804,-97.44459
John Stockton,"March 26, 1962",Spokane,Washington,Spokane,Washington,Gonzaga University,47.6567,-117.3785,47.6567,-117.3785,Gonzaga University,47.66573,-117.40244
John Stroeder,"July 24, 1958",Bremerton,Washington,Port Townsend,Washington,University of Montana,47.571000000000005,-122.7568,48.0354,-122.8145,University of Montana,46.8602,-113.98372
John Stroud,"October 29, 1957",New Albany,Mississippi,Myrtle,Mississippi,University of Mississippi,34.4888,-88.9902,34.5448,-89.1474,University of Mississippi,34.38238,-89.53988
John Thomas,"September 8, 1975",Minneapolis,Minnesota,Minneapolis,Minnesota,University of Minnesota,45.0059,-93.4305,45.0059,-93.4305,University of Minnesota,44.97441,-93.233
John Thompson,"September 2, 1941",Washington,District of Columbia,Washington,District of Columbia,Providence College,38.8749,-77.0325,38.8749,-77.0325,Providence College,41.84371,-71.43784
John Trapp,"October 2, 1945",Detroit,Michigan,Highland Park,Michigan,"University of Nevada, Las Vegas",42.3679,-83.1386,42.4178,-83.1045,"University of Nevada, Las Vegas",36.10775,-115.14167
John Tresvant,"November 6, 1939",none,none,Washington,District of Columbia,Seattle University,,,38.8749,-77.0325,Seattle University,47.61121,-122.31846
John Tschogl,"April 25, 1950",Chula Vista,California,Chula Vista,California,"University of California, Santa Barbara",32.6361,-117.0532,32.6361,-117.0532,"University of California, Santa Barbara",34.42282,-119.69637
John Turner,"November 30, 1967",Washington,District of Columbia,Greenbelt,Maryland,Phillips University,38.8749,-77.0325,39.0027,-76.8807,Phillips University,28.60028,-81.20273
John Vallely,"October 3, 1948",none,none,none,none,"University of California, Los Angeles",,,,,"University of California, Los Angeles",34.02051,-118.28563
John Wall,"September 6, 1990",Raleigh,North Carolina,Raleigh,North Carolina,University of Kentucky,35.8181,-78.5636,35.8181,-78.5636,University of Kentucky,38.03036,-84.49938
John Wallace,"February 9, 1974",Rochester,New York,Rochester,New York,Syracuse University,43.1493,-77.5081,43.1493,-77.5081,Syracuse University,43.03784,-76.13465
John Warren,"July 7, 1947",Sparta,Georgia,none,none,St. John's University,33.2661,-83.027,,,St. John's University,45.58333,-94.39167
John Wetzel,"October 22, 1944",Waynesboro,Virginia,Fisherville,Virginia,Virginia Polytechnic Institute and State University,38.1103,-78.9073,38.0986,-78.9678,Virginia Polytechnic Institute and State University,37.22923,-80.42397
John Williams,"October 26, 1966",Los Angeles,California,Los Angeles,California,Louisiana State University,34.0396,-118.2661,34.0396,-118.2661,Louisiana State University,29.93987,-90.11954
John Williamson,"November 10, 1951",New Haven,Connecticut,New Haven,Connecticut,New Mexico State University,41.3094,-72.92399999999999,41.3094,-72.92399999999999,New Mexico State University,32.28343,-106.75334
John Windsor,"April 3, 1940",none,none,Kansas City,Missouri,Stanford University,,,39.1068,-94.566,Stanford University,37.42716,-122.17024
Johnny Austin,"August 31, 1944",Washington,District of Columbia,Hyattsville,Maryland,Boston College,38.8749,-77.0325,38.9545,-76.9443,Boston College,42.33565,-71.17116
Johnny Bach,"July 10, 1924",New York,New York,New York,New York,Fordham University,40.8424,-73.8556,40.8424,-73.8556,Fordham University,40.86121,-73.88597
Johnny Baum,"June 17, 1946",Philadelphia,Pennsylvania,Philadelphia,Pennsylvania,Temple University,39.9524,-75.1653,39.9524,-75.1653,Temple University,39.98095,-75.15296
Johnny Cox,"November 1, 1936",Neon,Kentucky,Hazard,Kentucky,University of Kentucky,37.2019,-82.706,37.3092,-83.0568,University of Kentucky,38.03036,-84.49938
Johnny Davis,"October 21, 1955",Detroit,Michigan,Detroit,Michigan,University of Dayton,42.3679,-83.1386,42.3679,-83.1386,University of Dayton,39.73978,-84.17827
Johnny Dawkins,"September 28, 1963",Washington,District of Columbia,Washington,District of Columbia,Duke University,38.8749,-77.0325,38.8749,-77.0325,Duke University,36.00153,-78.94001
Johnny Egan,"January 31, 1939",Hartford,Connecticut,Hartford,Connecticut,Providence College,41.7686,-72.6745,41.7686,-72.6745,Providence College,41.84371,-71.43784
Johnny Ezersky,1921,none,none,New York,New York,University of Rhode Island,,,40.8424,-73.8556,University of Rhode Island,41.82621,-71.39756
Johnny Green,"December 8, 1933",Dayton,Ohio,Dayton,Ohio,Michigan State University,39.833,-84.2177,39.833,-84.2177,Michigan State University,42.84031,-84.47982
Johnny High,"April 25, 1957",Birmingham,Alabama,Birmingham,Alabama,"University of Nevada, Reno",33.4468,-86.7404,33.4468,-86.7404,"University of Nevada, Reno",39.5449,-119.8198
Johnny Horan,"November 24, 1932",none,none,Saint Paul,Minnesota,University of Dayton,,,45.0101,-93.1519,University of Dayton,39.73978,-84.17827
Johnny Jones,"March 12, 1943",Washington,District of Columbia,Hyattsville,Maryland,"California State University, Los Angeles",38.8749,-77.0325,38.9545,-76.9443,"California State University, Los Angeles",34.02051,-118.28563
Johnny Jorgensen,"December 28, 1921",none,none,none,none,DePaul University,,,,,DePaul University,41.92281,-87.65311
Johnny Macknowski,"January 7, 1923",none,none,none,none,Seton Hall University,,,,,Seton Hall University,40.7426,-74.24737
Johnny Mathis,"July 14, 1943",Eastman,Georgia,Eastman,Georgia,Savannah State University,32.1759,-83.2001,32.1759,-83.2001,Savannah State University,32.02292,-81.05611
Johnny McCarthy,"April 25, 1934",none,none,Buffalo,New York,Canisius College,,,42.9864,-78.7279,Canisius College,42.92534,-78.85254
Johnny Moore,"March 3, 1958",Altoona,Pennsylvania,Altoona,Pennsylvania,University of Texas at Austin,40.5172,-78.3662,40.5172,-78.3662,University of Texas at Austin,30.26715,-97.74306
Johnny Neumann,"September 11, 1951",Memphis,Tennessee,Memphis,Tennessee,University of Mississippi,35.185,-90.0936,35.185,-90.0936,University of Mississippi,34.38238,-89.53988
Johnny Newman,"November 28, 1963",Danville,Virginia,Danville,Virginia,University of Richmond,36.586,-79.395,36.586,-79.395,University of Richmond,33.47063,-81.98413
Johnny Norlander,"March 5, 1921",Virginia,Minnesota,none,none,Hamline University,47.5936,-92.4957,,,Hamline University,44.96694,-93.16536
Johnny Orr,"June 10, 1927",Yale,Kansas,Taylorville,Illinois,Beloit College,37.4839,-94.6419,39.5546,-89.2929,Beloit College,42.50302,-89.03087
Johnny Payak,"November 20, 1926",none,none,Toledo,Ohio,Bowling Green State University,,,41.7073,-83.54299999999999,Bowling Green State University,41.37589,-83.63966
Johnny Rogers,"December 30, 1963",Fullerton,California,Westminster,California,"University of California, Irvine",33.9019,-117.9108,33.7474,-117.9939,"University of California, Irvine",33.64613,-117.84283
Johnny Simmons,"July 7, 1924",Birmingham,Alabama,none,none,New York University,33.4468,-86.7404,,,New York University,40.72871,-73.99597
Johnny Taylor,"June 4, 1974",Chattanooga,Tennessee,Chattanooga,Tennessee,University of Tennessee at Chattanooga,35.0671,-85.2456,35.0671,-85.2456,University of Tennessee at Chattanooga,35.045629999999996,-85.30968
Jon Barry,"July 25, 1969",Oakland,California,Concord,California,Georgia Institute of Technology,37.735,-122.2088,38.0033,-122.0318,Georgia Institute of Technology,33.77233,-84.39456
Jon Brockman,"March 20, 1987",Snohomish,Washington,Snohomish,Washington,University of Washington,47.9402,-122.0062,47.9402,-122.0062,University of Washington,38.9515,-77.08998
Jon Koncak,"May 17, 1963",Cedar Rapids,Iowa,Kansas City,Missouri,Southern Methodist University,41.9106,-91.7142,39.1068,-94.566,Southern Methodist University,32.8379,-96.78306
Jon Leuer,"May 14, 1989",Long Lake,Minnesota,Orono,Minnesota,University of Wisconsin,44.9891,-93.5932,44.9711,-93.6039,University of Wisconsin,43.07388,-89.41095
Jon McGlocklin,"June 10, 1943",Franklin,Indiana,Franklin,Indiana,Indiana University,39.4835,-86.0478,39.4835,-86.0478,Indiana University,40.41226,-86.93668
Jon Sundvold,"July 2, 1961",Sioux Falls,South Dakota,Blue Springs,Missouri,University of Missouri,43.5042,-96.8391,39.005,-94.2499,University of Missouri,38.94587,-92.32768
Jonas Jerebko,"March 3, 1987",Kinna,Sweden,none,none,none,57.5,12.6833,,,,,
