"Player","BirthDate","BirthCity","BirthState","HighSchoolCity","HighSchoolState","College","BirthLat","BirthLong","HSLat","HSLong","CollegeNameGood","CollegeLat","CollegeLong","birthCityState","hsCityState","CityCount","HighSchoolCount","CollegeCount","BirthCountry","HighSchoolCountry","BirthContinent","HighSchoolContinent","Team1","Team2","Team3","Team4","Team5","Team6","Team7","Team8","Team9","Team10","Team11","Team12","Team13","Team14","Team15","Team16","Team1_Lat","Team1_Long","Team2_Lat","Team2_Long","Team3_Lat","Team3_Long","Team4_Lat","Team4_Long","Team5_Lat","Team5_Long","Team6_Lat","Team6_Long","Team7_Lat","Team7_Long","Team8_Lat","Team8_Long","Team9_Lat","Team9_Long","Team10_Lat","Team10_Long","Team11_Lat","Team11_Long","Team12_Lat","Team12_Long","Team13_Lat","Team13_Long","Team14_Lat","Team14_Long","Team15_Lat","Team15_Long","Team16_Lat","Team16_Long","FirstYear","LastYear"
"Len Chappell","January 31, 1941","Portage","Pennsylvania","Portage","Pennsylvania","Wake Forest University",40.38868,-78.67224,40.38868,-78.67224,"Wake Forest University",36.13347,-80.27727,"Portage Pennsylvania","Portage Pennsylvania",1,1,28,"United States of America","United States of America","Americas","Americas","Syracuse New York","Philadelphia Pennsylvania","New York New York","Chicago Illinois","Cincinnati Ohio","Cincinnati Ohio","Detroit Michigan","Milwaukee Wisconsin","Cleveland Ohio","Atlanta Georgia","Dallas Texas","","","","","",43.04812,-76.14742,39.95234,-75.16379,40.71427,-74.00597,41.85003,-87.65005,39.162,-84.45689,39.162,-84.45689,42.33143,-83.04575,43.0389,-87.90647,41.4995,-81.69541,33.749,-84.38798,32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-63","1971-72"
"Len Elmore","March 28, 1952","New York","New York","New York","New York","University of Maryland",40.71427,-74.00597,40.71427,-74.00597,"University of Maryland",39.32898,-76.62057,"New York New York","New York New York",205,209,38,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","Indianapolis Indiana","Kansas City Missouri","Milwaukee Wisconsin","East Rutherford New Jersey","New York New York","","","","","","","","","","",39.76838,-86.15804,39.76838,-86.15804,39.09973,-94.57857,43.0389,-87.90647,40.83399,-74.09709,40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1983-84"
"Len Kosmalski","November 29, 1951","Cleveland","Ohio","Cleveland","Ohio","University of Tennessee",41.4995,-81.69541,41.4995,-81.69541,"University of Tennessee",36.14811,-86.80305,"Cleveland Ohio","Cleveland Ohio",21,15,31,"United States of America","United States of America","Americas","Americas","Kansas City Missouri","Kansas City Missouri","","","","","","","","","","","","","","",39.09973,-94.57857,39.09973,-94.57857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1975-76"
"Lennie Rosenbluth","January 22, 1933","New York","New York","Staunton","Virginia","University of North Carolina",40.71427,-74.00597,38.14958,-79.0717,"University of North Carolina",36.00153,-78.94001,"New York New York","Staunton Virginia",205,1,80,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","","","","","","","","","","","","","","","",39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1957-58","1958-59"
"Lenny Wilkens","October 28, 1937","New York","New York","New York","New York","Providence College",40.71427,-74.00597,40.71427,-74.00597,"Providence College",41.84371,-71.43784,"New York New York","New York New York",205,209,26,"United States of America","United States of America","Americas","Americas","St. Louis Missouri","Seattle Washington","Cleveland Ohio","Portland Oregon","","","","","","","","","","","","",38.62727,-90.19789,47.60621,-122.33207,41.4995,-81.69541,45.52345,-122.67621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1960-61","1974-75"
"Leo Barnhorst","May 11, 1924","none","none","Indianapolis","Indiana","University of Notre Dame",NA,NA,39.76838,-86.15804,"University of Notre Dame",41.7031,-86.23917,"none none","Indianapolis Indiana",677,35,52,"none","United States of America","none","Americas","Chicago Illinois","Indianapolis Indiana","Baltimore Maryland","Fort Wayne Indiana","","","","","","","","","","","","",41.85003,-87.65005,39.76838,-86.15804,39.29038,-76.61219,41.1306,-85.12886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1953-54"
"Leo Gottlieb","November 28, 1920","New York","New York","New York","New York","none",40.71427,-74.00597,40.71427,-74.00597,"",NA,NA,"New York New York","New York New York",205,209,0,"United States of America","United States of America","Americas","Americas","New York New York","","","","","","","","","","","","","","","",40.71427,-74.00597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1947-48"
"Leo Katkaveck","April 17, 1923","none","none","none","none","North Carolina State University",NA,NA,NA,NA,"North Carolina State University",36.00153,-78.94001,"none none","none none",677,684,40,"none","none","none","none","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1949-50"
"Leo Klier","May 21, 1923","Washington","Indiana","Washington","Indiana","University of Notre Dame",38.59998,-86.10531,38.59998,-86.10531,"University of Notre Dame",41.7031,-86.23917,"Washington Indiana","Washington Indiana",2,6,52,"United States of America","United States of America","Americas","Americas","Fort Wayne Indiana","","","","","","","","","","","","","","","",41.1306,-85.12886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1949-50"
"Leo Kubiak","December 25, 1927","none","none","none","none","Bowling Green State University",NA,NA,NA,NA,"Bowling Green State University",41.37589,-83.63966,"none none","none none",677,684,15,"none","none","none","none","Waterloo Iowa","","","","","","","","","","","","","","","",42.49276,-92.34296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1949-50"
"Leo Mogus","April 13, 1921","none","none","none","none","Youngstown State University",NA,NA,NA,NA,"Youngstown State University",41.10422,-80.64702,"none none","none none",677,684,1,"none","none","none","none","Cleveland Ohio","Toronto Canada","Baltimore Maryland","Fort Wayne Indiana","Indianapolis Indiana","Philadelphia Pennsylvania","","","","","","","","","","",41.4995,-81.69541,43.70011,-79.4163,39.29038,-76.61219,41.1306,-85.12886,39.76838,-86.15804,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1950-51"
"Leo Rautins","March 20, 1960","Toronto","Canada","Toronto","Canada","Syracuse University",43.70011,-79.4163,43.70011,-79.4163,"Syracuse University",43.03784,-76.13465,"Toronto Canada","Toronto Canada",7,2,41,"Canada","Canada","Americas","Americas","Philadelphia Pennsylvania","Atlanta Georgia","","","","","","","","","","","","","","",39.95234,-75.16379,33.749,-84.38798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-84","1984-85"
"Leon Benbow","July 23, 1950","Columbia","South Carolina","Columbia","South Carolina","Jacksonville University",34.00071,-81.03481,34.00071,-81.03481,"Jacksonville University",33.82232,-85.76663,"Columbia South Carolina","Columbia South Carolina",7,6,10,"United States of America","United States of America","Americas","Americas","Chicago Illinois","","","","","","","","","","","","","","","",41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1975-76"
"Leon Blevins","June 25, 1926","none","none","none","none","University of Arizona",NA,NA,NA,NA,"University of Arizona",32.23188,-110.95347,"none none","none none",677,684,42,"none","none","none","none","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1950-51","1950-51"
"Leon Brown","October 12, 1919","none","none","none","none","none",NA,NA,NA,NA,"",NA,NA,"none none","none none",677,684,0,"none","none","none","none","Cleveland Ohio","","","","","","","","","","","","","","","",41.4995,-81.69541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946-47","1946-47"
"Leon Douglas","August 26, 1954","Leighton","Alabama","Leighton","Alabama","University of Alabama",34.70092,-87.52892,34.70092,-87.52892,"University of Alabama",33.20944,-87.54149,"Leighton Alabama","Leighton Alabama",1,2,25,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Kansas City Missouri","","","","","","","","","","","","","","",42.33143,-83.04575,39.09973,-94.57857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976-77","1982-83"
"Leon Powe","January 22, 1984","Berkeley","California","Oakland","California","University of California",37.87159,-122.27275,37.80437,-122.2708,"University of California",38.53232,-121.78855,"Berkeley California","Oakland California",5,20,28,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","Cleveland Ohio","Cleveland Ohio","Memphis Tennessee","","","","","","","","","","","","",42.35843,-71.05977,41.4995,-81.69541,41.4995,-81.69541,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-07","2010-11"
"Leon Smith","November 2, 1980","Chicago","Illinois","Chicago","Illinois","none",41.85003,-87.65005,41.85003,-87.65005,"",NA,NA,"Chicago Illinois","Chicago Illinois",118,107,0,"United States of America","United States of America","Americas","Americas","Atlanta Georgia","Seattle Washington","","","","","","","","","","","","","","",33.749,-84.38798,47.60621,-122.33207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2001-02","2003-04"
"Leon Wood","March 25, 1962","Columbia","South Carolina","Santa Monica","California","California State University, Fullerton",34.00071,-81.03481,34.01945,-118.49119,"California State University, Fullerton",33.8781,-117.8824,"Columbia South Carolina","Santa Monica California",7,4,12,"United States of America","United States of America","Americas","Americas","Philadelphia Pennsylvania","Philadelphia Pennsylvania","Washington District of Columbia","East Rutherford New Jersey","San Antonio Texas","Atlanta Georgia","East Rutherford New Jersey","Sacramento California","","","","","","","","",39.95234,-75.16379,39.95234,-75.16379,38.89511,-77.03637,40.83399,-74.09709,29.42412,-98.49363,33.749,-84.38798,40.83399,-74.09709,38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984-85","1990-91"
"Leonard Gray","December 19, 1951","Kansas City","Kansas","Kansas City","Kansas","California State University, Long Beach",39.09973,-94.57857,39.09973,-94.57857,"California State University, Long Beach",33.78349,-118.11397,"Kansas City Kansas","Kansas City Kansas",7,9,19,"United States of America","United States of America","Americas","Americas","Seattle Washington","Washington District of Columbia","","","","","","","","","","","","","","",47.60621,-122.33207,38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1976-77"
"Leonard Taylor","May 2, 1966","Los Angeles","California","Playa del Rey","California","University of California",34.05223,-118.24368,33.9489,-118.44563,"University of California",38.53232,-121.78855,"Los Angeles California","Playa del Rey California",97,4,28,"United States of America","United States of America","Americas","Americas","Oakland California","","","","","","","","","","","","","","","",37.80437,-122.2708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989-90","1989-90"
"LeRon Ellis","April 28, 1969","Los Angeles","California","Santa Ana","California","Syracuse University",34.05223,-118.24368,33.74557,-117.86783,"Syracuse University",43.03784,-76.13465,"Los Angeles California","Santa Ana California",97,5,41,"United States of America","United States of America","Americas","Americas","Los Angeles California","Charlotte North Carolina","Miami Florida","","","","","","","","","","","","","",34.05223,-118.24368,35.22709,-80.84313,25.77427,-80.19366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1991-92","1995-96"
"Leroy Chollet","March 5, 1925","New Orleans","Louisiana","New Orleans","Louisiana","Canisius College",29.95465,-90.07507,29.95465,-90.07507,"Canisius College",42.92534,-78.85254,"New Orleans Louisiana","New Orleans Louisiana",25,15,11,"United States of America","United States of America","Americas","Americas","Syracuse New York","","","","","","","","","","","","","","","",43.04812,-76.14742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1949-50","1950-51"
"Leroy Combs","January 1, 1961","Oklahoma City","Oklahoma","Spencer","Oklahoma","Oklahoma State University",35.46756,-97.51643,35.52284,-97.37726,"Oklahoma State University",35.19804,-97.44459,"Oklahoma City Oklahoma","Spencer Oklahoma",11,1,25,"United States of America","United States of America","Americas","Americas","Indianapolis Indiana","","","","","","","","","","","","","","","",39.76838,-86.15804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1983-84","1983-84"
"Leroy Ellis","March 10, 1940","Far Rockaway","New York","New York","New York","St. John's University",40.60538,-73.75513,40.71427,-74.00597,"St. John's University",45.58333,-94.39167,"Far Rockaway New York","New York New York",1,209,48,"United States of America","United States of America","Americas","Americas","Los Angeles California","Baltimore Maryland","Portland Oregon","Los Angeles California","Los Angeles California","Philadelphia Pennsylvania","","","","","","","","","","",34.05223,-118.24368,39.29038,-76.61219,45.52345,-122.67621,34.05223,-118.24368,34.05223,-118.24368,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1962-63","1975-76"
"Leroy Wright","May 6, 1938","New York","New York","none","none","University of the Pacific",40.71427,-74.00597,NA,NA,"University of the Pacific",61.19028,-149.80417,"New York New York","none none",205,684,7,"United States of America","none","Americas","none","Pittsburgh Pennsylvania","Minneapolis Minnesota","","","","","","","","","","","","","","",40.44062,-79.99589,44.97997,-93.26384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1968-69"
"Les Hunter","August 16, 1942","Nashville","Tennessee","Nashville","Tennessee","Loyola University of Chicago",36.16589,-86.78444,36.16589,-86.78444,"Loyola University of Chicago",42.00059,-87.65811,"Nashville Tennessee","Nashville Tennessee",14,7,15,"United States of America","United States of America","Americas","Americas","Baltimore Maryland","Minneapolis Minnesota","Memphis Tennessee","New York New York","New York New York","Louisville Kentucky","Memphis Tennessee","","","","","","","","","",39.29038,-76.61219,44.97997,-93.26384,35.14953,-90.04898,40.71427,-74.00597,40.71427,-74.00597,38.25424,-85.75941,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1964-65","1972-73"
"Les Jepsen","June 24, 1967","Bowbells","North Dakota","Bowbells","North Dakota","University of Iowa",48.80308,-102.246,48.80308,-102.246,"University of Iowa",41.65502,-91.55684,"Bowbells North Dakota","Bowbells North Dakota",1,1,29,"United States of America","United States of America","Americas","Americas","Oakland California","Sacramento California","","","","","","","","","","","","","","",37.80437,-122.2708,38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1991-92"
"Les Pugh","September 18, 1923","none","none","none","none","Ohio State University",NA,NA,NA,NA,"Ohio State University",39.99618,-83.0188,"none none","none none",677,684,42,"none","none","none","none","Providence Rhode Island","Baltimore Maryland","","","","","","","","","","","","","","",41.82399,-71.41283,39.29038,-76.61219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1949-50"
"Lester Conner","September 17, 1959","Memphis","Tennessee","Oakland","California","Oregon State University",35.14953,-90.04898,37.80437,-122.2708,"Oregon State University",44.04598,-123.07046,"Memphis Tennessee","Oakland California",33,20,24,"United States of America","United States of America","Americas","Americas","Oakland California","Houston Texas","East Rutherford New Jersey","Milwaukee Wisconsin","Los Angeles California","Indianapolis Indiana","Los Angeles California","","","","","","","","","",37.80437,-122.2708,29.76328,-95.36327,40.83399,-74.09709,43.0389,-87.90647,34.05223,-118.24368,39.76838,-86.15804,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-83","1994-95"
"Lester Hudson","August 7, 1984","Memphis","Tennessee","Memphis","Tennessee","University of Tennessee at Martin",35.14953,-90.04898,35.14953,-90.04898,"University of Tennessee at Martin",36.3434,-88.85034,"Memphis Tennessee","Memphis Tennessee",33,29,1,"United States of America","United States of America","Americas","Americas","Boston Massachusetts","Memphis Tennessee","Washington District of Columbia","Cleveland Ohio","Memphis Tennessee","","","","","","","","","","","",42.35843,-71.05977,35.14953,-90.04898,38.89511,-77.03637,41.4995,-81.69541,35.14953,-90.04898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2009-10","2011-12"
"Lester Selvage","March 7, 1943","St. Louis","Missouri","St. Louis","Missouri","Truman State University",38.62727,-90.19789,38.62727,-90.19789,"Truman State University",40.18948,-92.58186,"St. Louis Missouri","St. Louis Missouri",25,20,3,"United States of America","United States of America","Americas","Americas","Anaheim California","Los Angeles California","","","","","","","","","","","","","","",33.83529,-117.9145,34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1969-70"
"Levern Tart","June 1, 1942","Marion","South Carolina","West Palm Beach","Florida","Bradley University",34.08006,-79.36251,26.71534,-80.05337,"Bradley University",40.69809,-89.61704,"Marion South Carolina","West Palm Beach Florida",2,2,19,"United States of America","United States of America","Americas","Americas","Oakland California","East Rutherford New Jersey","New York New York","Houston Texas","Denver Colorado","New York New York","New York New York","Dallas Texas","","","","","","","","",37.80437,-122.2708,40.83399,-74.09709,40.71427,-74.00597,29.76328,-95.36327,39.73915,-104.9847,40.71427,-74.00597,40.71427,-74.00597,32.78306,-96.80667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967-68","1970-71"
"Levi Fontaine","November 1, 1948","none","none","none","none","University of Maryland Eastern Shore",NA,NA,NA,NA,"University of Maryland Eastern Shore",38.20746,-75.68607,"none none","none none",677,684,4,"none","none","none","none","San Francisco California","","","","","","","","","","","","","","","",37.77493,-122.41942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1970-71","1970-71"
"Lew Hitch","July 16, 1929","Griggsville","Illinois","none","none","Kansas State University",39.70894,-90.72457,NA,NA,"Kansas State University",38.8134,-97.60949,"Griggsville Illinois","none none",1,684,21,"United States of America","none","Americas","none","Minneapolis Minnesota","Milwaukee Wisconsin","Milwaukee Wisconsin","Minneapolis Minnesota","Rochester New York","Philadelphia Pennsylvania","","","","","","","","","","",44.97997,-93.26384,43.0389,-87.90647,43.0389,-87.90647,44.97997,-93.26384,43.15478,-77.61556,39.95234,-75.16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951-52","1956-57"
"Lewis Brown","February 19, 1955","Los Angeles","California","Los Angeles","California","University of Nevada, Las Vegas",34.05223,-118.24368,34.05223,-118.24368,"University of Nevada, Las Vegas",36.10775,-115.14167,"Los Angeles California","Los Angeles California",97,61,32,"United States of America","United States of America","Americas","Americas","Washington District of Columbia","","","","","","","","","","","","","","","",38.89511,-77.03637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1980-81","1980-81"
"Lewis Lloyd","February 22, 1959","Philadelphia","Pennsylvania","Philadelphia","Pennsylvania","Drake University",39.95234,-75.16379,39.95234,-75.16379,"Drake University",41.60134,-93.65214,"Philadelphia Pennsylvania","Philadelphia Pennsylvania",96,77,14,"United States of America","United States of America","Americas","Americas","Oakland California","Houston Texas","Philadelphia Pennsylvania","Houston Texas","","","","","","","","","","","","",37.80437,-122.2708,29.76328,-95.36327,39.95234,-75.16379,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981-82","1989-90"
"Linas Kleiza","January 3, 1985","Kaunas","Lithuania","Rockville","Maryland","University of Missouri",54.9,23.9,39.084,-77.15276,"University of Missouri",38.94587,-92.32768,"Kaunas Lithuania","Rockville Maryland",7,4,26,"Lithuania","United States of America","Europe","Americas","Denver Colorado","Toronto Canada","","","","","","","","","","","","","","",39.73915,-104.9847,43.70011,-79.4163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005-06","2012-13"
"Lindsay Hairston","December 8, 1951","Detroit","Michigan","Detroit","Michigan","Michigan State University",42.33143,-83.04575,42.33143,-83.04575,"Michigan State University",42.84031,-84.47982,"Detroit Michigan","Detroit Michigan",61,61,38,"United States of America","United States of America","Americas","Americas","Detroit Michigan","","","","","","","","","","","","","","","",42.33143,-83.04575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-76","1975-76"
"Lindsey Hunter","December 3, 1970","Utica","Mississippi","Jackson","Mississippi","Jackson State University",32.1096,-90.62343,32.29876,-90.18481,"Jackson State University",42.18556,-122.69306,"Utica Mississippi","Jackson Mississippi",2,17,14,"United States of America","United States of America","Americas","Americas","Detroit Michigan","Milwaukee Wisconsin","Los Angeles California","Toronto Canada","Detroit Michigan","Chicago Illinois","","","","","","","","","","",42.33143,-83.04575,43.0389,-87.90647,34.05223,-118.24368,43.70011,-79.4163,42.33143,-83.04575,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993-94","2009-10"
"Linton Johnson","June 13, 1980","Chicago","Illinois","Chicago","Illinois","Tulane University",41.85003,-87.65005,41.85003,-87.65005,"Tulane University",29.93987,-90.11954,"Chicago Illinois","Chicago Illinois",118,107,11,"United States of America","United States of America","Americas","Americas","Chicago Illinois","San Antonio Texas","East Rutherford New Jersey","New Orleans Louisiana","Phoenix Arizona","Toronto Canada","Charlotte North Carolina","Chicago Illinois","","","","","","","","",41.85003,-87.65005,29.42412,-98.49363,40.83399,-74.09709,29.95465,-90.07507,33.44838,-112.07404,43.70011,-79.4163,35.22709,-80.84313,41.85003,-87.65005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2003-04","2008-09"
"Linton Townes","November 30, 1959","Richmond","Virginia","Covington","Virginia","James Madison University",37.55376,-77.46026,37.79346,-79.99395,"James Madison University",38.43809,-78.87315,"Richmond Virginia","Covington Virginia",10,1,1,"United States of America","United States of America","Americas","Americas","Portland Oregon","Milwaukee Wisconsin","San Diego California","San Antonio Texas","","","","","","","","","","","","",45.52345,-122.67621,43.0389,-87.90647,32.71533,-117.15726,29.42412,-98.49363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1982-83","1984-85"
"Lionel Billingy","August 31, 1952","none","none","New York","New York","Duquesne University",NA,NA,40.71427,-74.00597,"Duquesne University",40.43618,-79.99283,"none none","New York New York",677,209,20,"none","United States of America","none","Americas","Norfolk Virginia","","","","","","","","","","","","","","","",36.84681,-76.28522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974-75","1974-75"
"Lionel Chalmers","November 10, 1980","Albany","New York","Albany","New York","Xavier University",42.65258,-73.75623,42.65258,-73.75623,"Xavier University",39.14978,-84.478,"Albany New York","Albany New York",1,2,17,"United States of America","United States of America","Americas","Americas","Los Angeles California","","","","","","","","","","","","","","","",34.05223,-118.24368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004-05","2004-05"
"Lionel Hollins","October 19, 1953","Arkansas City","Kansas","Las Vegas","Nevada","Arizona State University",37.06197,-97.03837,36.17497,-115.13722,"Arizona State University",32.23188,-110.95347,"Arkansas City Kansas","Las Vegas Nevada",1,9,26,"United States of America","United States of America","Americas","Americas","Portland Oregon","Philadelphia Pennsylvania","San Diego California","Detroit Michigan","Houston Texas","","","","","","","","","","","",45.52345,-122.67621,39.95234,-75.16379,32.71533,-117.15726,42.33143,-83.04575,29.76328,-95.36327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975-76","1984-85"
"Lionel Malamed","November 15, 1924","none","none","New York","New York","none",NA,NA,40.71427,-74.00597,"",NA,NA,"none none","New York New York",677,209,0,"none","United States of America","none","Americas","Indianapolis Indiana","Rochester New York","","","","","","","","","","","","","","",39.76838,-86.15804,43.15478,-77.61556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1948-49","1948-49"
"Lionel Simmons","November 14, 1968","Philadelphia","Pennsylvania","Philadelphia","Pennsylvania","La Salle University",39.95234,-75.16379,39.95234,-75.16379,"La Salle University",40.03872,-75.15407,"Philadelphia Pennsylvania","Philadelphia Pennsylvania",96,77,22,"United States of America","United States of America","Americas","Americas","Sacramento California","","","","","","","","","","","","","","","",38.58157,-121.4944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1990-91","1996-97"
